ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1000204,M,N,Y,2,387400.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Laborers,4.0,0,27,8,0
1000205,M,N,N,0,305700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,23,32,0
1000206,M,N,Y,2,122000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4.0,0,45,38,0
1000207,F,Y,N,0,292100.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,0,0,Managers,2.0,0,54,21,0
1000208,M,Y,Y,0,139500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1.0,0,46,25,0
1000209,F,Y,Y,2,172800.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Accountants,3.0,0,24,25,0
1000210,F,N,N,0,180700.0,Working,Secondary / secondary special,Separated,With parents,1,0,0,1,Other,1.0,0,55,31,0
1000211,F,Y,N,3,158600.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Other,4.0,0,21,14,0
1000212,M,N,Y,0,262400.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Managers,2.0,0,46,12,0
1000213,F,N,Y,0,259600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,40,4,0
1000214,F,N,N,1,80600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,45,23,0
1000215,F,Y,Y,0,188300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,23,23,0
1000216,M,N,Y,1,150700.0,State servant,Higher education,Married,Rented apartment,1,0,1,0,Medicine staff,2.0,0,23,22,0
1000217,M,Y,N,0,199200.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Accountants,1.0,0,46,5,0
1000218,F,N,Y,1,240900.0,Working,Higher education,Single / not married,Municipal apartment,1,0,1,0,Managers,3.0,0,33,16,0
1000219,M,N,N,1,135400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,3.0,0,43,27,0
1000220,M,N,Y,0,158500.0,Pensioner,Higher education,Married,Rented apartment,1,0,1,0,Sales staff,2.0,1,48,0,1
1000221,F,N,N,0,227200.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,1,Cleaning staff,1.0,1,40,10,0
1000222,F,N,N,0,132100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1.0,0,59,13,0
1000223,F,N,N,3,102800.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,5.0,1,62,5,0
1000224,M,Y,N,0,274300.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,Sales staff,2.0,0,35,4,0
1000225,F,Y,N,0,233800.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,2.0,0,33,9,0
1000226,M,Y,Y,0,230500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Security staff,1.0,0,38,39,0
1000227,F,N,Y,1,150500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Security staff,3.0,1,52,12,0
1000228,F,N,Y,0,163700.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Security staff,2.0,0,39,28,0
1000229,M,N,N,0,65900.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,2.0,1,32,2,0
1000230,M,N,Y,2,326000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Cooking staff,3.0,0,69,12,0
1000231,M,N,Y,3,87000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Managers,4.0,0,38,20,0
1000232,F,Y,Y,2,267600.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,3.0,0,45,0,0
1000233,F,Y,N,1,125700.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Core staff,3.0,1,47,39,0
1000234,F,N,Y,0,241200.0,Working,Higher education,Married,House / apartment,1,1,0,0,Security staff,2.0,0,38,3,0
1000235,F,N,Y,0,162000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Security staff,1.0,0,48,28,0
1000236,F,N,N,0,153000.0,Working,Incomplete higher,Married,With parents,1,1,0,0,Managers,1.0,1,24,36,0
1000237,F,Y,N,1,158500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,1,Medicine staff,3.0,0,45,0,1
1000238,M,N,N,0,141400.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Other,1.0,0,32,27,0
1000239,M,N,Y,0,67100.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Drivers,1.0,0,62,13,0
1000240,F,N,N,1,208400.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Other,2.0,1,64,39,0
1000241,F,Y,Y,1,298000.0,Commercial associate,Higher education,Married,Rented apartment,1,0,0,1,Laborers,3.0,0,46,15,0
1000242,M,N,Y,0,181200.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,41,14,0
1000243,F,N,Y,2,114200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,4.0,0,47,0,0
1000244,F,N,Y,0,413600.0,Working,Higher education,Married,Rented apartment,1,0,0,0,Security staff,2.0,0,52,10,0
1000245,F,N,N,1,180600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,54,9,0
1000246,F,N,Y,3,120500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,5.0,0,48,7,0
1000247,M,N,N,0,370400.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,2.0,0,50,30,0
1000248,M,N,N,2,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,49,0,1
1000249,F,N,Y,2,154700.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Cleaning staff,4.0,1,66,34,0
1000250,F,Y,Y,4,251500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,6.0,0,33,22,0
1000251,F,Y,N,0,63600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Accountants,1.0,0,65,0,1
1000252,F,N,Y,0,231100.0,Working,Secondary / secondary special,Widow,Rented apartment,1,0,0,0,Security staff,2.0,0,46,14,0
1000253,M,Y,Y,0,240100.0,Working,Lower secondary,Married,House / apartment,1,0,0,0,Accountants,2.0,0,62,27,0
1000254,M,Y,Y,2,324800.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Drivers,4.0,0,55,29,0
1000255,F,N,Y,0,254400.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,1.0,1,66,37,0
1000256,F,N,Y,0,97900.0,Pensioner,Lower secondary,Married,Rented apartment,1,0,1,0,Other,1.0,0,21,0,1
1000257,M,Y,N,4,128400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,6.0,0,26,14,0
1000258,M,Y,Y,0,106100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,1,67,36,0
1000259,F,N,Y,0,141800.0,Commercial associate,Higher education,Separated,Municipal apartment,1,0,0,0,Drivers,2.0,0,28,6,0
1000260,M,N,N,1,207600.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,3.0,0,53,12,0
1000261,F,N,N,0,55600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Medicine staff,2.0,0,34,27,0
1000262,M,N,N,0,231300.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Laborers,1.0,0,29,15,0
1000263,M,Y,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,1,59,19,0
1000264,F,N,N,0,198000.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,1,0,Core staff,2.0,0,23,38,0
1000265,M,Y,Y,0,141700.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Accountants,2.0,0,59,1,0
1000266,M,N,Y,2,224300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,40,35,0
1000267,M,Y,N,0,30900.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Laborers,1.0,1,37,19,0
1000268,M,Y,Y,0,246300.0,Commercial associate,Lower secondary,Single / not married,House / apartment,1,0,0,0,Medicine staff,2.0,1,37,0,0
1000269,M,Y,N,4,180700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,6.0,1,41,2,0
1000270,M,N,N,2,147200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,3.0,1,55,4,0
1000271,M,Y,Y,1,216600.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Cleaning staff,2.0,0,34,18,0
1000272,M,Y,Y,3,211200.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Managers,4.0,0,54,32,0
1000273,F,Y,Y,0,123600.0,Commercial associate,Higher education,Married,Rented apartment,1,0,0,0,Laborers,2.0,0,45,2,0
1000274,F,N,Y,1,231000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Drivers,3.0,1,34,33,0
1000275,M,N,N,3,231300.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,5.0,1,22,37,0
1000276,M,N,N,1,68500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,1,Laborers,3.0,1,43,0,0
1000277,F,N,N,0,144300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Managers,1.0,0,38,0,1
1000278,F,N,N,2,304300.0,Working,Higher education,Civil marriage,House / apartment,1,0,1,0,Sales staff,4.0,0,43,2,0
1000279,F,N,Y,0,192000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,2.0,0,64,38,0
1000280,M,Y,Y,0,147100.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,2.0,0,40,36,0
1000281,M,N,Y,1,124200.0,Working,Higher education,Married,House / apartment,1,0,0,1,Drivers,2.0,1,39,27,0
1000282,M,N,N,0,103000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,1.0,0,55,29,0
1000283,M,Y,Y,0,151600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,1.0,0,41,8,0
1000284,F,N,Y,0,184400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2.0,0,62,0,1
1000285,M,Y,Y,0,221500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,52,22,0
1000286,M,N,Y,0,152000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1.0,0,26,19,0
1000287,M,N,N,1,122100.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Medicine staff,2.0,1,64,11,0
1000288,F,N,N,1,137200.0,State servant,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2.0,0,36,37,0
1000289,M,Y,Y,1,260900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,3.0,0,66,25,0
1000290,F,N,Y,0,73100.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Medicine staff,2.0,0,35,19,0
1000291,M,N,Y,0,181100.0,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,2.0,0,33,38,0
1000292,F,Y,Y,3,181800.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,5.0,0,27,31,0
1000293,M,N,Y,0,224500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,24,37,0
1000294,F,N,N,0,202700.0,State servant,Higher education,Married,Rented apartment,1,1,0,0,Accountants,1.0,0,60,4,0
1000295,F,N,N,4,89100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,6.0,1,58,2,0
1000296,F,N,N,0,327600.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Cooking staff,1.0,0,60,36,0
1000297,F,Y,N,0,232100.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,2.0,0,38,24,0
1000298,F,Y,Y,0,188100.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Core staff,2.0,0,39,9,0
1000299,F,Y,N,1,78900.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,25,33,0
1000300,F,Y,N,0,153700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2.0,0,42,20,0
1000301,M,N,Y,1,125100.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2.0,0,63,8,0
1000302,F,N,Y,1,120200.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,0,39,0,1
1000303,F,N,Y,1,44900.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,High skill tech staff,3.0,1,58,27,0
1000304,F,N,Y,0,185400.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,1,Other,2.0,0,21,6,0
1000305,F,Y,Y,0,234600.0,Student,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Sales staff,2.0,0,24,21,0
1000306,M,Y,Y,2,128000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,1,Other,4.0,1,68,0,1
1000307,F,N,N,2,195500.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,0,0,Laborers,4.0,1,59,2,0
1000308,M,N,N,0,103800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Medicine staff,2.0,1,54,21,0
1000309,M,Y,N,0,294200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,54,32,0
1000310,F,N,N,1,105000.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,3.0,0,63,20,0
1000311,M,N,N,2,253300.0,Working,Academic degree,Widow,Municipal apartment,1,0,1,0,Laborers,3.0,0,28,25,0
1000312,M,Y,Y,2,120200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3.0,0,36,28,0
1000313,M,N,Y,1,61100.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,44,0,1
1000314,M,N,N,0,327700.0,State servant,Higher education,Married,Municipal apartment,1,0,0,1,Sales staff,2.0,0,28,14,0
1000315,M,Y,N,1,270200.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,3.0,0,45,0,1
1000316,M,N,N,2,92500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,3.0,0,28,0,1
1000317,F,N,Y,0,417200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,0,35,30,0
1000318,M,N,N,0,255400.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,2.0,1,69,3,0
1000319,F,N,Y,0,249500.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Core staff,1.0,0,48,10,0
1000320,F,N,Y,0,179000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Core staff,2.0,0,39,7,0
1000321,F,N,Y,2,261900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,4.0,0,59,26,0
1000322,M,Y,N,0,137400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2.0,0,42,0,1
1000323,F,Y,Y,1,109600.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Sales staff,3.0,0,44,36,0
1000324,F,Y,Y,0,177200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Accountants,2.0,0,21,12,0
1000325,F,Y,N,0,147700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Cleaning staff,1.0,0,40,36,0
1000326,F,N,Y,1,92400.0,Student,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3.0,1,66,11,0
1000327,F,Y,N,0,249700.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,0,0,Medicine staff,2.0,0,56,2,0
1000328,F,Y,Y,1,191200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,67,12,0
1000329,M,N,N,0,174200.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,2.0,0,59,0,0
1000330,F,Y,Y,1,341800.0,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,3.0,0,69,32,0
1000331,M,N,N,3,191100.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Cooking staff,4.0,0,22,39,0
1000332,F,N,N,0,266100.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Managers,1.0,0,46,26,0
1000333,F,Y,Y,0,105900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Cooking staff,2.0,0,41,16,0
1000334,M,Y,N,2,74500.0,Pensioner,Incomplete higher,Widow,With parents,1,0,0,0,Core staff,4.0,1,51,0,1
1000335,F,N,N,0,169900.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Security staff,1.0,0,40,0,1
1000336,M,Y,Y,0,186700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,1,Cooking staff,1.0,0,68,25,0
1000337,F,N,N,2,200700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,3.0,0,59,18,0
1000338,M,N,N,0,250100.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,1,High skill tech staff,1.0,0,31,38,0
1000339,F,N,Y,1,473300.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Accountants,2.0,0,68,16,0
1000340,M,N,N,0,27000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,2.0,0,31,0,1
1000341,F,N,Y,1,137100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,42,31,0
1000342,F,Y,N,1,248000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,37,22,0
1000343,F,N,N,0,356600.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2.0,0,22,6,0
1000344,F,N,Y,1,114100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2.0,1,44,0,1
1000345,F,N,Y,0,178400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,2.0,0,40,25,0
1000346,F,Y,N,0,151200.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2.0,0,33,16,0
1000347,M,Y,N,2,206900.0,Pensioner,Higher education,Married,Rented apartment,1,0,0,0,Other,3.0,0,52,0,1
1000348,F,N,Y,2,217800.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Sales staff,3.0,0,48,12,0
1000349,M,Y,Y,2,237000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,4.0,0,50,29,0
1000350,F,N,N,1,305600.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,58,21,0
1000351,M,N,Y,0,153200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,45,39,0
1000352,F,N,N,1,196700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Cleaning staff,3.0,0,62,0,1
1000353,F,N,N,1,127200.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,2.0,0,58,35,0
1000354,F,Y,N,0,285200.0,Working,Academic degree,Single / not married,House / apartment,1,0,0,0,Core staff,1.0,1,29,33,0
1000355,F,N,Y,0,132700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,1,46,19,0
1000356,F,N,N,0,63500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,2.0,1,64,25,0
1000357,F,Y,N,0,244200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,57,15,0
1000358,F,N,N,1,198100.0,Working,Academic degree,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,49,39,0
1000359,F,N,Y,0,218000.0,Working,Academic degree,Widow,House / apartment,1,0,0,0,Accountants,2.0,0,23,30,0
1000360,F,Y,N,1,194600.0,Student,Higher education,Married,House / apartment,1,0,0,1,Accountants,3.0,0,52,4,0
